,is_spam,sms
3346,0,I run away I walk slowly amp kill I care enough stop I
3347,1,sorry I miss call let talk time
3348,0,please attend phone
3349,0,hate I call accept even single call mine even message
3350,0,message phone hold
3351,0,free
3352,0,trip get postpone still stock
3353,0,sorry ill call later
3354,0,I wait call sir
3355,0,hey reply pa
3356,0,hey blaine today meet still
3357,0,sorry give go place ill tomorrow really sorry
3358,0,time I let hug I I break tear
3359,0,tomorrow I go theatre I come wherever call I tell I come tomorrow
3360,0,electricity go
3361,0,look like find something smoke great job
3362,0,also andro ice etc etc
3363,0,good afternoon love today I hope good maybe interview I wake miss babe passionate kiss across sea
3364,0,win believe wat really neve c e mug I send shuhui
3365,0,watch reside
3366,0,dear gumma call I
3367,0,finish miss plenty
3368,1,complimentary star tibia holiday cash need urgent collection lanoline lose boxskwppm
3369,0,well I mean oppose drunken night
3370,0,k must book hut go basic sunday
3371,1,free msgwe kill mobile number mistake shortcode please call charge refundedthis call free lanoline
3372,0,ok
3373,0,loops sum somerset bit far back see soon x
3374,0,work overcome nippon
3375,0,wall dismissal nd test
3376,0,guess get screw
3377,1,please call immediately urgent message wait
3378,0,meeting call I later
3379,0,r cook I dinner
3380,0,ok
3381,0,bull plan go float idea I without care world I live mess another day
3382,0,I buy
3383,1,urgent mobile number award bonus call prize call land line valid
3384,0,heel funny
3385,0,simple arithmetic percentage
3386,0,yeah leave hour least sound
3387,1,value customer I pleased advise follow recent review mob award bonus prize call
3388,0,thank honey great day
3389,0,amazing quote sometimes life difficult decide wrong lie bring smile truth bring tear
3390,0,good night dear sleepwellamptake care
3391,0,I ask dad pick I war ii wan stay I
3392,0,chilblain
3393,0,hey das cool know well peril studentfinancial crisisspk
3394,0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leave goodmorne
3395,1,want new nikita I colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
3396,0,come hill monster hope great day thing r go fine busy though
3397,0,joys father john john joy father leave question try answer
3398,0,ill obey
3399,0,I search online let know
3400,0,need go get
3401,0,pick please resent
3402,0,remain brow amongst brow
3403,0,uhhrmm test bad sick
3404,0,I snuff space get like mb
3405,1,life never much fun great come make truly special I I forget enjoy one gbpsm
3406,1,want new video phone daytime network mind inclusive video call download per week free deltomorrow call reply
3407,1,value customer I pleased advise follow recent review mob award bonus prize call
3408,1,welcome please reply age gender begin eg
3409,1,freeman month unlimited free call activate smartcall txt call subscriptngbpwk unlimited call help stoptxt stop landlineonly
3410,1,mobile update late orange cameravideo phone free save free textsweekend call text yes callback opt
3411,1,new club find meet yet b gr c please leave mug day iv area reply promise charlie x callsaPSminmobsmore lkpoboxhpfl
3412,0,true easy
3413,0,sure since parent work tuesday I really need cover story
3414,0,hata okay today weekend let
3415,0,hi darling youphone I youwanna chat
3416,0,I know jack shit anything say something helpful want pretend I text I whatever response hypotheticalhuagauahahuagahyuhagga
3417,0,always brain one
3418,0,yeah get random due need change sheet party leave never study safe
3419,1,camera award six digital camera call lanoline delivery within day
3420,0,christmas occasion celebrate reflection value desire affectionsamp tradition ideal christmas
3421,0,send greeting joy happiness gr evening
3422,0,hi darling I canada anythingtomorrow parent break I outer meal free katexx
3423,0,india win level series mean record
3424,0,plan
3425,0,good hear
3426,0,awesome I deal gate charles tell I last night yeah
3427,0,time think go
3428,1,get free mobile video player free movie collect text go free extra film order apply yes
3429,1,save money wedding linger wwbridalpetticoatdreamscouk choose superb selection national delivery bring weddingfriend
3430,0,board work fine issue overhearing also resolve still software inst pende I come around clock
3431,0,yes I care I know
3432,0,whiskey brandy rum gin beer vodka scotch shampain wine kudiyarasu china vaazhthukkal
3433,0,mon one hata good cheap n go food la ex one depend whether want eat western chinese food den prefer
3434,0,sit nothing let busy w work
3435,0,leave k oh I send home sale
3436,0,sorry mail
3437,0,tell incident
3438,0,yes outside like hour I call whole family wake start
3439,0,ugh get gutta class
3440,0,nowadays people notixiquate laxinorficate opportunity gambling entropication ever oblisingately often book masteriastere amplikater fidalfication champlaxigate I think atrocious opinion unna
3441,0,I file bag work call I tell I find anything room
3442,0,need war test e phone card funny network go I wait finish bath I bathe dun disturb liar cleaning room
3443,0,ok ill right later
3444,0,friendship poem dear dear r near I hear get fear live cheer tear r always dear god ni
3445,0,lunch come quickly open door
3446,1,hear call I night knicker make I beg like last time xx lui nikiyunet
3447,0,I back bit long cos accident divert via wadebridgei brilliant weekend thank speak soon lot love
3448,0,k I jim liar sit go boris vill one den hop sarco sun go line den hop meet hip hop
3449,1,bloomberg message center wait apply future httpcareer bloombergcom
3450,0,I seek lady street freak sheet
3451,0,phone
3452,0,hata figure well I find piece priscillas bowl
3453,0,actually fuck whatever find excuse camp point january though
3454,1,urgent try contact today draw show win prize guarantee call land line claim validhrs
3455,0,may finally I miss cinema trip last week
3456,0,day work dayexcept saturday sunday
3457,0,aathiwhere dear
3458,0,heart empty without love mind empty without wisdom eye r empty without dream amp life empty without fund always touch good night amp sweet dream
3459,0,I think sum wait bus inform I get ever get
3460,0,get back time soon
3461,0,thing quick question
3462,0,night end another day morning come special way may smile like sunny ray leave worry blue blue bay god man
3463,0,I probably come everybody around left right
3464,0,I get new year cos retune say want surprise I see money I return mid january leave day return period end
3465,0,I ask around lot term miss
3466,0,sure check yakov email send photo yesterday
3467,0,look
3468,0,boston
3469,1,want new video phone daytime network mind text five pound per week call reply delivery tomorrow
3470,0,hello love go day I wish well fine babe hope find job prospect I miss boston teasing kiss
3471,0,tell bad character dint like I ill try change leave I add tat new year resolution wait reply frankgood morning
3472,0,get rumour go buy apartment chennai
3473,0,yeah probably early
3474,0,change window logoff sound
3475,0,still I check da
3476,0,also come room
3477,0,hut I get lesson let n I think go early n I parking kent vale
3478,0,ok
3479,0,I reach office around ltdecimalgt amp mobile problem get voice call ill free
3480,0,cool text I head
3481,1,contract date service someone know find call land line poboxwtgp
3482,1,wan win meetgreet westlife currently tour unbreakable untamed unkempt text cost p st text
3483,0,happy birthday may find prince charming soon n dun work hard
3484,0,oh grand bit party mention cover charge probably first come first serve
3485,0,say I I go back bed sleep anything
3486,0,I hope aunt pass would really like see tomorrow love I xx
3487,1,dorothykiefercom bank granite issue strongly explosive pick member nasal symbol cut per
3488,0,say leave year old man money last leave still wait check
3489,0,I come home
3490,0,free day I finish mon n thus
3491,0,food
3492,0,life moneeppolum pole allay
3493,0,note
3494,0,two fundamental cool life walk
3495,0,camera quite good meg pipe optical digital room lovely holiday safe I hope good journey happy new year see couple week
3496,0,hi peteynoiaom ok want chat co event speak long timehope alritehave good love
3497,0,I see burgundy contain party boat yeah
3498,0,serious money base
3499,0,already one guy love
3500,0,staff placement training america college
3501,0,I always chat fact I need money raise I
3502,0,job profile seem like po
3503,0,well I give cos say one night I persevere find one cheap I apologise advance somewhere sleep
3504,0,think I actually talk call boss morning I go place last year tell I I could go get car fix cheap keep tell I today much hop I would come back always regret get number etc
3505,0,willing go ape class
3506,0,hang brother family
3507,0,reach tell I know
3508,0,hey go quit soon xuhui I work till end month
3509,0,sorry bout last note wasnaot fault I spouse put sustain give I I think shldxx
3510,0,try neve mate
3511,0,yeah pretty much good case scenario
3512,0,I free today I pick parent tone
3513,0,hey babe far snout spy da mo dead da world sleep da sofa day
3514,0,I send naughty six
3515,1,winner guarantee call prize final attempt contact claim call ppmpoboxbhambxe
3516,1,new year eve ticket sale club day till pm thus fro sit night week sell fast
3517,0,tyler get th leave long get like hour
3518,0,prepare wound every night
3519,0,actually mobile full mug I work online I need send leave send mug I explain later
3520,0,sorry ill call later
3521,0,good evening
3522,0,home please call
3523,0,oil cos I n get lunch today dad go funny whether eat wat
3524,0,mamma soo good wake word morning love mm fuck I love lion devouring kiss across sea
3525,0,pleased inform application hittel broadband process successfully installation happen within day
